"","user_id","name","screen_name","location","description","followers_count","friends_count","updated"
"262","35060887","Simon Carn","simoncarn","Hancock, MI, USA","Volcanologist, prof. @michigantech, runner, ski marathoner. Sniffing volcanoes from space with @NASA @NOAA data.",1384,465,2018-02-22 10:46:41
"263","863497511469699073","NOAA Coral Kingdom","noaacoralbot","Under the Sea","Images from the NOAA Coral Kingdom Photo Library. A bot by @Basilleaf. Profile image credit: Twilight Zone Expedition Team 2007, NOAA-OER",875,892,2018-02-22 10:46:41
"264","343590764","Marine Cadastre","MarineCadastre","The Ocean","NOAA’s Office for Coastal Management and DOI’s Bureau of Ocean Energy Management created Marine Cadastre to support ocean energy siting.",2359,1360,2018-02-22 10:46:41
"265","829347876635545600","NOAAFish_NEFSC","NOAAFish_NEFSC","Woods Hole, MA","Providing ecosystem-based science to support stewardship of living marine resources under changing climatic conditions. Some images taken by special permit.",621,340,2018-02-22 10:46:41
"266","614556473","<f0><U+009F><U+009A><U+0080> Caley Burke","RocketCaley","Space Coast, Florida","<f0><U+009F><U+009A><U+0080>Rocket Scientist for NASA & NOAA spacecraft <f0><U+009F><U+009B><U+00B0><U+FE0F> via @NASA_LSP. Tweets = personal views. I <f0><U+009F><U+0092><U+009C> trajectories |#SpaceApps | @FIRSTweets <f0><U+009F><U+00A4><U+0096>| #TheGoodPlace|<f0><U+009F><U+0090><U+0095>",1491,467,2018-02-22 10:46:41
"267","575905433","Dr. Sarah Myhre <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","SarahEMyhre","Seattle, Washington","Influential feminist. Climate and ocean scientist @UW. Kavli Fellow. Board member of @500womensci and @womendemocracy. @ucdavis @noaa @wwu alum. @sea500womensci",4878,2495,2018-02-22 10:46:41
"268","2651763620","UW-Madison CIMSS","UWCIMSS","Madison, WI","NOAA's Cooperative Institute for Meteorological Satellite Studies at the University of Wisconsin-Madison. Since 1980. The Mecca of Satellite Meteorology.",7143,263,2018-02-22 10:46:41
"269","1170675661","Noah Brauer","NOAABrauer","Norman, OK","Meteorologist | @ousom graduate student (proud member of the CHEWe research group) | Cubbies | Contributor to https://t.co/EnERDuQv0w | Opinions = my own",1467,1759,2018-02-22 10:46:41
"270","45874509","Scott Bachmeier","CIMSS_Satellite","Science-based in Madison • Wisconsin • USA","Research meteorologist • Schooled at NWS KFSD and SDSM&T • NOAA Cooperative Institute for Meteorological Satellite Studies • University of Wisconsin - Madison",38030,343,2018-02-22 10:46:41
"271","726951074","NIDIS","DroughtGov","Boulder, Colorado","NOAA's National Integrated Drought Information System (NIDIS). 

Follow us for #drought information, outlooks, resources, and more!",3696,455,2018-02-22 10:46:41
"272","18593276","StormPrediction","StormPrediction","","NOAA SPC and HPC Feeds setup by @kmcurry; NASA image by Jeff Schmaltz, MODIS Rapid Response Team, Goddard Space Flight Center",19197,1,2018-02-22 10:46:41
"273","386631799","NOAA Live","NOAALive","","Live events feed on Twitter from the National Oceanic and Atmospheric Administration (@NOAA) - TweetChats, TweetUps, etc.",11006,8,2018-02-22 10:46:41
"274","585167005","SF Weather, Warnings","SanFrancisco","San Francisco, CA","Weather updates, forecast, warnings and information for San Francisco, CA. Sources: https://t.co/AksTo0jtnS, NOAA, USGS.",9574,4,2018-02-22 10:46:41
"275","2719719666","Dan Lindsey","DanLindsey77","","Atmospheric scientist with NOAA/NESDIS, currently Senior Scientific Adviser for GOES-R, in Fort Collins, CO. UGA/CSU/CSU",5482,339,2018-02-22 10:46:41
"276","18353561","Chicago Alerts","chicagoalerts","Chicago, il","Chicago alerts from Notify Chicago, NOAA and other chicago orgs.",36434,2,2018-02-22 10:46:41
"277","131017900","Big M6+ Earthquakes","BigEarthquakes","Worldwide","GEO-tagged world earthquakes magnitude 6+ and tsunami warnings. Dynamic avatar shows last earthquake. Sources: USGS, NOAA, GEOFON.",13308,3,2018-02-22 10:46:41
"278","2507601764","NOAA Coastal Oceans","noaacoastalsci","United States of America","National Centers for Coastal Ocean Science is the research office of National Ocean Service, delivering relevant and accurate scientific information & tools.",1394,95,2018-02-22 10:46:41
"279","537343182","Justin Kenney","JustinKenney","Washington, DC","Senior communications officer @WaltonFamilyFdn environment program. Formerly @pewenvironment and @noaa. These tweets are my own.",1565,609,2018-02-22 10:46:41
"280","3018968748","Jane Lubchenco","JaneLubchenco","Corvallis, OR","Marine biologist @ OSU, former head of NOAA, 1st #USScienceEnvoy for the Ocean. Mission: a healthy planet, healthy people & prosperous communities.Tweets mine",5212,218,2018-02-22 10:46:41
"281","347998327","National Weather Ctr","NWCNorman","Norman, OK ","OU, NOAA and state organizations working together to improve understanding of events occurring in Earth’s atmosphere over a wide range of time and space scales.",4445,97,2018-02-22 10:46:41
"282","4928384884","Coral Reef Watch","CoralReefWatch","College Park, MD","Official Twitter feed of NOAA's Coral Reef Watch. CRW uses remote sensing and models to monitor and predict stress to coral reef ecosystems.",3488,506,2018-02-22 10:46:41
"283","59216679","New York Sea Grant","nyseagrant","New York","NYSG is one of 33 university-based coastal research/education progs funded federally thru NOAA’s National Sea Grant College Prog & in NY by SUNY and Cornell U",4828,1005,2018-02-22 10:46:41
"284","20636383","Jim Milbury","ForSeas1","Long Beach, Calif","I am a public relations officer in California for NOAA Fisheries.  This is my personal account to share information about the  environment. Tweets are my own.",1839,1740,2018-02-22 10:46:41
"285","52461472","victor murphy","wxmanvic","Fort Worth, TX","NWS Climate Service Program Manager and Sports Afficionado.  The views reflected here are my own and not those of NOAA or NWS.",703,679,2018-02-22 10:46:41
"286","114325882","Sausalito Weather","Sausalito","Sausalito, CA","Weather updates, forecast, warnings and information for Sausalito, CA. Sources: https://t.co/AksTo0jtnS, NOAA, USGS.",475,5,2018-02-22 10:46:41
"287","824126644050915331","NOAA Climate","AltNOAAClimate","","The Unofficial NOAA Climate Twitter Account. Not taxpayer subsidized! Toward a Climate-Smart Nation. Follow us for #climate news, #science, #data, resources.",75,0,2018-02-22 10:46:41
"288","2187526739","<U+0627><U+0644><U+0639><U+0633><U+064A><U+0631><U+064A><U+2605>","saeed_mbnms","","",10,21,2018-02-22 10:46:41
"289","876896123675443200","M BN MS","MBNMS1","","",1,0,2018-02-22 10:46:41
"290","263327885","Paul Michel","SuperMBNMS","","",2,4,2018-02-22 10:46:41
"291","961574658343669761","<U+0639><U+0631><U+0627><U+062C> <U+0645><U+062D><U+0645><U+062F>","IY6bKsuXhiMBnms","","",0,0,2018-02-22 10:46:41
"292","725449485040504832","Amanda Bradford","amandalbradford","Haleiwa, HI","Whale biologist & number cruncher, PhD from @UW_SAFS, now research Pacific Islands cetaceans (#PacIsCetaceans) for @NOAAFish_PIFSC - views my own!",422,515,2018-02-22 10:46:41
"293","848685007","Summer Martin","summerlmartin","Honolulu, HI","Marine ecology & conservation. PhD @Scripps_Ocean. Postdoc @NOAAFish_PIFSC. Marine mammals, sea turtles & seabirds. Sustainable fisheries. Ecosystem services.",176,330,2018-02-22 10:46:41
"294","24457744","Center for Bio Div","CenterForBioDiv","U.S.","The Center for Biological Diversity works through science, law, and creative media to secure a future for wildlife and wild places.",59230,2151,2018-02-22 10:46:41
"295","378127592","Gabriel Lewis","TheGabrielLewis","Los Angeles","Digital person. Music nerd. Proud supporter of @HRC @PPact @splcenter @NAACP @ACLU @ProPublica @RefugeesIntl @NRDC @CenterforBioDiv.",1209,666,2018-02-22 10:46:41
"296","17381225","Stephanie Feldstein","sfeldstein","Pacific Northwest","Author of THE ANIMAL LOVER'S GUIDE TO CHANGING THE WORLD (@StMartinsPress, 6/5/2018). Rep'd by @EkstromRachel. Population & Sustainability Dir. @CenterforBioDiv",1759,1180,2018-02-22 10:46:41
"297","837358277042257921","The Revelator","Revelator_News","","Wild. Incisive. Fearless. News and ideas about the planet. Edited by @johnrplatt. Published by @CenterForBioDiv.",1961,1828,2018-02-22 10:46:41
"298","805134350","Jennifer Molidor","JenniferMolidor","Mount Shasta, CA","Writer & fighter for wildlife & wilderness. #Plantbased animal advocate. Run https://t.co/GqvApQMRlZ & food campaigns for @CenterforBioDiv.",7583,6633,2018-02-22 10:46:41
"299","2353824067","Choose Wild","ChooseWild","United States","Our everyday choices affect wildlife and the planet. Choose wild and reduce your footprint to leave room for wildlife. Program of @CenterforBioDiv",2251,1819,2018-02-22 10:46:41
"300","935606536956731392","Ignite Change","ignitechange","Tucson, AZ","We’re building a volunteer-driven network to be a powerful voice for wildlife, wild places and a livable planet. An initiative of @centerforbiodiv",397,76,2018-02-22 10:46:41
"301","2958003283","Jean Su","ajeansu","Washington, DC","Ecofeminist. Climate Activist. Attorney & Associate Conservation Director @CenterForBioDiv. Tweets are all mine.",716,1217,2018-02-22 10:46:41
"302","2244500041","Hump Smarter","humpsmarter","","Humpsmarter works with @CenterforBioDiv to raise awareness about human population growth and the wildlife extinction crisis. Advocate. Educator. Organizer.",1789,1306,2018-02-22 10:46:41
"303","4715213240","Nathan Donley","Nathan_Donley","Olympia, WA","Scientist at @CenterForBioDiv. Former Cancer Researcher at #OHSU. Cyclist, traveler and lover of BIG dogs. Ph.D in cellular biology.",971,383,2018-02-22 10:46:41
"304","2484303156","Maya Golden-Krasner","Maya4EJ","Los Angeles","LA/CA climate lawyer fighting big oil @CenterForBioDiv. All tweets mine. RT humor/politics/enviro/law/science. I believe in facts & the importance of sleep.",752,643,2018-02-22 10:46:41
"305","2826778376","Tierra Curry","TierraMussel","","Trying to help our fellow earthlings survive us. Scientist @centerforbiodiv Kentucky Hillbilly, River Lover, Defensora de la Naturaleza. Tweets my own. #Resist",777,1487,2018-02-22 10:46:41
"306","2378233867","Rebecca Fuoco","rebecca_fuoco","Los Angeles","media relations for @CenterForBioDiv's Climate Law Institute | @Cornell & @UCBerkeleySPH grad | views my own | rfuoco@biologicaldiversity.org",653,474,2018-02-22 10:46:41
"307","398142543","Valerie Love","VMontanaLove","Berkeley, CA","Organizer, activist, trainer fighting to protect what I love. Clean Energy Campaigner @CenterforBioDiv. Opinions are all mine.",374,397,2018-02-22 10:46:41
"308","3320361642","Greer Ryan","GreerRyan_","Portland, OR","Renewable energy advocacy & research  @CenterforBioDiv
Let's talk clean and just energy solutions, plant-based diets, and penguins.   
Views are my own.",266,191,2018-02-22 10:46:41
"309","3330544453","Jason Pfeifle","JasonPfeifle","Oakland, CA","Climate Camapigner w/ @CenterForBioDiv",367,496,2018-02-22 10:46:41
"310","837748898156408833","Earth2Trump","E2TRoadshow","Planet Earth","The official account of @CenterForBioDiv for #Earth2Trump Roadshow of Resistance. 24 shows in January and April 2017. Stay tuned for more...",256,134,2018-02-22 10:46:41
"311","498244246","Tara Cornelisse","ConservationBug","Portland, OR","<f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088>senior scientist at @CenterForBioDiv. Advocate for the little creatures that run the world <f0><U+009F><U+0090><U+009D><f0><U+009F><U+0090><U+009E><f0><U+009F><U+0090><U+009C><f0><U+009F><U+00A6><U+008B><f0><U+009F><U+0090><U+009B>",189,270,2018-02-22 10:46:41
"312","491247156","Chad Tudenggongbu","Greensnows1566","West Massachusetts","AP Officer @UNFCCC, Sr. Renewables Campaigner #CenterForBioDiv; Sr. ClimateChange & Energy Proj Manager #BritishEmbassy; REofficer #ICLEI <U+0F56><U+0F40><U+0FB2><U+0F0B><U+0F64><U+0F72><U+0F66><U+0F0B><U+0F56><U+0F51><U+0F7A><U+0F0B><U+0F63><U+0F7A><U+0F42><U+0F66><U+0F0D>",300,1884,2018-02-22 10:46:41
"313","710199858968272896","Patrick Donnelly","BitterWaterBlue","Las Vegas, NV","Nevada State Director for @CenterForBioDiv. Desert rat, native plant and groundwater enthusiast, photographer, dog friend, curmudgeon. Tweets my own.",1014,1839,2018-02-22 10:46:41
"314","47029097","Jessica Herrera","Jess_J_Herrera","Tucson, AZ","Runner, hiker, mommy. Media Specialist for @CenterForBioDiv's Population and Sustainability program. @RunJanji Corps member. All opinions are my own.",525,820,2018-02-22 10:46:41
"315","832327546238701568","Loyal Mehrhoff","WildlifeInsdr","Honolulu, HI","Endangered species recovery director @CenterForBioDiv. Former @USFWS Pacific Islands field supervisor. Botanist.",134,274,2018-02-22 10:46:41
